is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,adr,total_of_special_requests,arrival_date,hotel_index,meal_index,market_segment_index,distribution_channel_index,reserved_room_type_index,assigned_room_type_index,customer_type_index,total_stays,total_guests
0,71,53,0,3,2,0.0,1,PRT,0,0,0,1,No Deposit,,,73.4,1,2015-12-31,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3,3.0
0,120,53,0,3,2,0.0,0,PRT,0,0,0,5,No Deposit,250.0,,127.27,1,2015-12-31,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3,2.0
0,0,1,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,68.0,0,2016-01-02,1.0,0.0,3.0,1.0,3.0,3.0,0.0,1,2.0
0,1,1,0,1,2,0.0,0,CUB,0,0,0,1,No Deposit,240.0,,48.0,2,2016-01-02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,1,1,0,1,2,0.0,0,PRT,0,0,0,1,No Deposit,240.0,,48.0,2,2016-01-02,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,42,53,0,4,2,0.0,0,PRT,0,0,0,0,No Deposit,,,150.0,0,2015-12-30,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4,2.0
0,3,1,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,330.0,,39.0,0,2016-01-02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
0,3,1,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,330.0,,46.0,0,2016-01-02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
0,3,1,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,330.0,,46.0,1,2016-01-02,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
0,26,1,0,1,2,0.0,0,PRT,0,0,0,2,No Deposit,250.0,,65.0,1,2016-01-02,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1,2.0
0,11,53,0,1,2,0.0,0,PRT,1,0,1,0,No Deposit,240.0,,103.0,2,2016-12-27,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1,2.0
0,53,53,2,5,2,0.0,0,CHE,0,0,0,0,No Deposit,6.0,,65.43,0,2015-12-27,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7,2.0
0,2,1,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,66.0,1,2016-01-02,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1,2.0
0,2,53,0,3,2,0.0,0,USA,0,0,0,0,No Deposit,241.0,,72.93,0,2015-12-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
0,90,53,2,5,2,0.0,0,IRL,0,0,0,0,No Deposit,6.0,,41.53,0,2015-12-27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,2.0
0,100,52,3,9,2,0.0,0,IRL,0,0,0,0,No Deposit,240.0,,108.26,1,2015-12-23,1.0,0.0,0.0,0.0,4.0,4.0,0.0,12,2.0
0,9,2,0,0,2,0.0,0,PRT,0,0,0,0,No Deposit,314.0,,0.0,0,2016-01-04,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
0,15,1,1,1,3,0.0,0,RUS,0,0,0,0,No Deposit,240.0,,86.0,0,2016-01-02,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2,3.0
0,8,53,1,5,2,0.0,0,PRT,0,0,0,2,No Deposit,,,104.33,0,2015-12-29,1.0,0.0,3.0,1.0,0.0,3.0,0.0,6,2.0
0,70,53,0,4,2,0.0,0,PRT,1,0,1,1,No Deposit,,,0.0,2,2016-12-28,1.0,0.0,5.0,1.0,2.0,2.0,0.0,4,2.0
0,0,1,1,1,2,0.0,0,FRA,0,0,0,1,No Deposit,,,68.0,0,2016-01-02,1.0,1.0,3.0,1.0,0.0,3.0,0.0,2,2.0
0,0,2,1,0,2,0.0,1,ITA,0,0,0,0,No Deposit,240.0,,48.0,2,2016-01-03,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1,3.0
0,83,2,1,0,2,0.0,0,ESP,0,0,0,0,No Deposit,250.0,,56.1,0,2016-01-03,1.0,0.0,3.0,1.0,3.0,3.0,0.0,1,2.0
0,89,53,1,4,1,0.0,0,PRT,0,0,0,0,No Deposit,,,109.2,0,2015-12-30,1.0,1.0,3.0,1.0,0.0,1.0,0.0,5,1.0
0,0,2,0,0,2,0.0,0,PRT,1,0,0,0,No Deposit,240.0,,0.0,1,2016-01-04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0
0,2,53,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,101.0,2,2015-12-31,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4,2.0
0,1,2,1,0,2,0.0,0,PRT,0,0,0,1,No Deposit,240.0,,54.0,2,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,1,2,1,0,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,48.0,1,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,1,1,1,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,48.0,0,2016-01-02,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2,2.0
0,0,2,1,0,2,0.0,0,ESP,0,0,0,0,No Deposit,250.0,,43.0,0,2016-01-03,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1,2.0
0,1,1,1,1,2,0.0,0,NLD,0,0,0,0,No Deposit,242.0,,48.0,1,2016-01-02,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,2.0
0,100,52,3,9,2,0.0,0,NLD,0,0,0,0,No Deposit,241.0,,84.37,1,2015-12-23,1.0,0.0,0.0,0.0,4.0,4.0,0.0,12,2.0
0,8,2,1,0,2,0.0,0,FRA,0,0,0,0,No Deposit,240.0,,48.0,1,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,1,2,1,0,1,0.0,0,PRT,0,0,0,1,No Deposit,314.0,,25.0,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1.0
0,0,2,1,0,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,48.0,1,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,17,1,2,1,2,0.0,0,USA,0,0,0,1,No Deposit,240.0,,57.2,1,2016-01-02,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3,2.0
1,23,2,0,0,2,0.0,0,PRT,0,0,0,0,No Deposit,314.0,,0.0,0,2016-01-04,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,2.0
0,148,1,2,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,100.33,3,2016-01-02,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,0,2,0,0,2,0.0,0,PRT,1,0,0,0,No Deposit,314.0,,0.0,0,2016-01-05,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2.0
0,148,1,2,1,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,100.33,3,2016-01-02,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,21,2,0,0,2,0.0,0,PRT,0,0,0,0,No Deposit,250.0,,0.0,1,2016-01-05,1.0,0.0,3.0,1.0,3.0,3.0,0.0,0,2.0
0,148,1,2,1,2,0.0,0,ITA,0,0,0,0,No Deposit,240.0,,100.33,3,2016-01-02,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,148,1,2,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,106.33,3,2016-01-02,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,138,1,2,1,2,0.0,0,ITA,0,0,0,0,No Deposit,240.0,,100.33,2,2016-01-02,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,2,1,2,2,2,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,64.25,2,2016-01-01,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,2.0
0,5,2,1,0,2,0.0,0,NLD,0,0,0,0,No Deposit,240.0,,48.0,0,2016-01-04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,23,1,2,1,2,0.0,0,SWE,0,0,0,0,No Deposit,240.0,,50.33,0,2016-01-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
0,0,2,1,0,2,0.0,0,PRT,0,0,0,0,No Deposit,,,51.0,0,2016-01-04,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1,2.0
0,23,1,2,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,50.33,1,2016-01-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
0,7,1,2,1,2,0.0,0,ESP,0,0,0,1,No Deposit,240.0,,94.0,1,2016-01-02,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3,2.0
0,0,2,1,0,2,0.0,0,DEU,0,0,0,0,No Deposit,240.0,,54.0,0,2016-01-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0,28,1,2,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,56.33,1,2016-01-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.0
0,14,2,2,0,2,0.0,0,PRT,0,0,0,0,No Deposit,250.0,,43.0,1,2016-01-03,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2,2.0
0,0,2,2,0,2,0.0,0,COL,0,0,0,0,No Deposit,240.0,,50.8,0,2016-01-03,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2,2.0
0,0,1,2,1,2,0.0,0,ESP,0,0,0,0,No Deposit,242.0,,66.2,0,2016-01-02,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3,2.0
0,4,1,2,1,2,0.0,0,PRT,0,0,0,0,No Deposit,250.0,,45.33,2,2016-01-02,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3,2.0
0,38,2,2,0,1,0.0,0,PRT,0,0,0,1,No Deposit,250.0,,34.0,0,2016-01-03,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2,1.0
0,0,2,1,0,2,0.0,0,PRT,0,0,0,0,No Deposit,250.0,,43.0,2,2016-01-04,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,2.0
0,0,2,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,,38.0,0,2016-01-05,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1,1.0
0,0,2,0,1,1,0.0,0,UKR,0,0,0,0,No Deposit,,,38.0,0,2016-01-05,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1,1.0
0,11,2,0,1,1,0.0,0,EST,0,0,0,0,No Deposit,240.0,,54.0,1,2016-01-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
0,0,2,0,1,1,0.0,0,NOR,0,0,0,0,No Deposit,,,38.0,0,2016-01-05,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
0,3,2,2,1,2,0.0,0,ESP,0,0,0,1,No Deposit,240.0,,48.0,1,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0
0,3,2,2,1,2,0.0,0,ZAF,0,0,0,1,No Deposit,240.0,,48.0,1,2016-01-03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2.0
0,0,2,0,1,1,0.0,0,ESP,0,0,0,0,No Deposit,339.0,,25.0,0,2016-01-05,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
0,38,2,2,1,2,0.0,0,ESP,0,0,0,0,No Deposit,6.0,,26.0,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3,2.0
0,5,2,0,1,1,0.0,0,PRT,0,0,0,1,No Deposit,,159.0,37.0,0,2016-01-05,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1,1.0
0,2,8,0,1,1,0.0,0,PRT,1,0,1,0,No Deposit,159.0,,25.0,0,2016-02-17,1.0,0.0,4.0,2.0,0.0,1.0,0.0,1,1.0
0,38,53,2,4,2,0.0,0,FRA,0,0,0,0,No Deposit,240.0,,86.83,1,2015-12-31,1.0,0.0,0.0,0.0,1.0,3.0,0.0,6,2.0
0,1,2,1,1,2,0.0,0,MAR,0,0,0,0,No Deposit,306.0,,32.3,1,2016-01-04,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,2.0
0,38,2,0,1,2,0.0,0,ITA,0,0,0,0,No Deposit,240.0,,48.0,0,2016-01-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,0,2,0,4,2,0.0,0,ITA,1,0,0,0,No Deposit,,,44.8,0,2016-01-06,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4,2.0
0,16,2,2,1,2,0.0,0,ESP,0,0,0,1,No Deposit,240.0,,52.8,2,2016-01-03,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3,2.0
0,24,2,2,1,2,0.0,0,DEU,0,0,0,0,No Deposit,175.0,,30.0,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0
0,46,1,2,2,2,0.0,0,UKR,0,0,0,0,No Deposit,240.0,,77.45,1,2016-01-02,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4,2.0
0,157,2,1,1,2,0.0,0,BRA,0,0,0,0,No Deposit,240.0,,32.4,2,2016-01-04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
0,5,1,2,2,2,0.0,0,BRA,0,0,0,0,No Deposit,,,73.25,0,2016-01-02,1.0,0.0,3.0,1.0,2.0,2.0,0.0,4,2.0
0,11,2,2,1,2,0.0,1,PRT,0,0,0,0,No Deposit,1.0,,39.0,1,2016-01-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,3.0
0,1,2,0,1,2,0.0,0,GBR,0,0,0,0,No Deposit,241.0,,40.65,0,2016-01-06,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1,2.0
0,5,2,0,2,1,0.0,0,PRT,0,0,0,0,No Deposit,240.0,,39.0,2,2016-01-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1.0
0,0,2,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,250.0,,44.0,0,2016-01-06,1.0,0.0,3.0,1.0,0.0,1.0,3.0,1,1.0
0,0,2,0,1,2,0.0,0,FRA,0,0,0,0,No Deposit,,,61.0,0,2016-01-06,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1,2.0
0,6,2,0,2,1,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,61.0,0,2016-01-05,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2,1.0
0,75,53,2,7,1,0.0,0,PRT,0,0,0,2,No Deposit,,,49.0,0,2015-12-29,1.0,0.0,3.0,1.0,0.0,0.0,0.0,9,1.0
0,0,2,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,43.0,0,2016-01-06,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,2.0
0,3,2,0,2,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,48.0,0,2016-01-05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2.0
0,38,2,2,2,2,0.0,0,DEU,0,0,0,0,No Deposit,6.0,,28.0,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4,2.0
0,0,2,0,1,1,0.0,0,PRT,0,0,0,1,No Deposit,240.0,,39.0,0,2016-01-06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0
0,25,2,0,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,48.0,0,2016-01-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0
0,0,2,0,1,2,0.0,0,PRT,0,0,0,1,No Deposit,,,43.0,0,2016-01-06,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,12,2,2,5,2,0.0,0,IRL,0,0,0,1,No Deposit,240.0,,48.0,2,2016-01-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,0,2,1,3,1,0.0,0,PRT,0,0,0,0,No Deposit,,,38.0,0,2016-01-04,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4,1.0
0,0,3,1,2,1,0.0,0,PRT,1,0,0,1,No Deposit,,,38.0,0,2016-01-11,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3,1.0
0,0,2,1,3,1,0.0,0,PRT,0,0,0,0,No Deposit,,,38.0,0,2016-01-04,1.0,0.0,3.0,1.0,0.0,1.0,0.0,4,1.0
0,0,3,1,2,1,0.0,0,PRT,1,0,1,1,No Deposit,,,38.0,0,2016-01-11,1.0,0.0,4.0,1.0,0.0,1.0,0.0,3,1.0
0,0,2,0,1,1,0.0,0,PRT,0,0,0,0,No Deposit,,,39.0,0,2016-01-07,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1,1.0
0,0,2,1,3,1,0.0,0,ESP,0,0,0,0,No Deposit,6.0,,4.0,0,2016-01-04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4,1.0
0,55,2,1,3,2,0.0,0,ESP,0,0,0,0,No Deposit,6.0,,26.0,0,2016-01-04,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4,2.0
0,37,2,2,3,2,0.0,0,ESP,0,0,0,0,No Deposit,6.0,,26.0,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5,2.0
0,5,2,1,3,1,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,61.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,1.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,2,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,1,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,0,2,0,1,2,0.0,0,PRT,1,0,0,0,No Deposit,,,43.0,0,2016-01-08,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1,2.0
0,39,1,2,4,2,0.0,0,CMR,0,0,0,0,No Deposit,240.0,,50.83,2,2016-01-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2.0
0,0,2,0,1,2,0.0,0,ITA,0,0,0,0,No Deposit,240.0,,48.0,2,2016-01-07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
0,1,2,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,339.0,,29.0,0,2016-01-07,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,2.0
0,0,2,0,1,2,0.0,0,PRT,0,0,0,0,No Deposit,,,61.0,0,2016-01-07,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1,2.0
0,0,7,0,1,2,0.0,0,PRT,1,0,1,1,No Deposit,,,65.0,0,2016-02-13,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1,2.0
0,8,2,0,3,1,0.0,0,PRT,0,0,0,0,No Deposit,139.0,99.0,38.0,0,2016-01-05,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3,1.0
0,0,10,1,2,1,0.0,0,PRT,1,0,1,1,No Deposit,,99.0,38.0,0,2016-02-29,1.0,0.0,4.0,2.0,0.0,1.0,0.0,3,1.0
0,0,16,1,2,1,0.0,0,PRT,1,0,2,0,No Deposit,,99.0,42.0,0,2016-04-11,1.0,0.0,4.0,2.0,0.0,0.0,0.0,3,1.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,68.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
1,8,21,0,1,1,0.0,0,PRT,1,1,1,1,Non Refund,,174.0,94.5,0,2016-05-20,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0
0,0,2,2,3,3,0.0,0,GBR,0,0,0,1,No Deposit,314.0,,39.15,0,2016-01-03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,3.0
0,7,2,0,2,1,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,61.0,0,2016-01-06,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2,1.0
0,0,2,0,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,48.0,2,2016-01-07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,0,2,0,1,2,0.0,0,ESP,0,0,0,0,No Deposit,240.0,,48.0,1,2016-01-07,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2.0
0,5,2,1,3,2,0.0,0,PRT,0,0,0,0,No Deposit,,174.0,118.0,0,2016-01-04,1.0,1.0,2.0,2.0,0.0,0.0,1.0,4,2.0
